"","BNC","Bog_T0","III_Bog_N1","III_Bog_N2","II_Bog_N1","II_Bog_N2","I_Bog_N1","I_Bog_N2"
"FT466",232649.076763651,2821740.7316197,3226923.07698189,3268869.80940707,3246910.20786816,1169314.27234314,4797765.6726389,5740176.59041667
"FT467",18708315.5357202,4996.23138532368,189054.449972701,34884.6524623803,8430.52068869855,34459.6860657849,24740.8857222125,57303.2537522197
"FT468",10390924.0105843,1051.6530179269,105602.760429799,22089.6176953126,5496.91636829725,11837.8682532849,12421.8935455878,26075.3515496272
"FT469",960829.868796902,0,5487.42820693985,3278.76255187997,0,1680.25332916264,0,0
"FT470",3057120.32082782,1268038.20389789,410696.742652377,550111.056764227,335556.325691566,1077098.66807826,914085.043886028,314501.556928883
"FT471",7181440.53457677,0,41784.6992018573,3545.78575232748,8253.78207237441,50793.5999333854,95754.2449596794,116504.223338705
"FT472",5736026.84813151,5515.02663530623,137695.814003233,37100.7332352993,9594.76306649044,39220.7436775997,21810.6716252189,38956.7934232004
"FT473",2696745.62116571,283587.300784286,313174.618407866,264005.223279503,147048.582782356,243839.924127101,267800.316942693,186100.36927764
"FT474",3533233.70203814,0,9934.52320166358,0,4553.72758386564,15025.1649518616,52908.7174374125,49947.089428589
"FT475",86282638.382071,148145.130868341,2172752.0855369,555371.985114788,164727.990650389,1153227.17008807,393098.013092789,811290.493114446
"FT476",49261280.5295428,100847.095779134,1784269.18483119,360419.540228366,117784.861700087,776574.542004685,252589.106561969,498396.748371636
"FT477",3136113.14526136,201216.890036899,112646.255363881,139714.335273454,120467.423158662,249554.174082143,157671.994546975,91137.7499377415
"FT478",8064221.75087893,10432.348373291,686182.442148058,96652.0952825549,23395.7010184614,147593.61828724,75831.8895853045,124346.835285302
"FT479",4608692.73655006,2173.45760498046,376953.514731444,48632.0898486327,2084.70004394531,81099.0175915526,38667.9579675292,65754.8148254393
"FT480",2327170.24864487,0,0,0,0,0,0,0
"FT481",148429900.265854,364476.51474999,3546938.81589153,992394.522918816,311048.202707327,1202293.00531212,555516.177432922,994564.706622651
"FT482",88671818.1408022,192034.200942134,2244335.90633109,531791.025133731,158338.556788853,656177.434012234,301682.520951538,541170.85029528
"FT483",1522112.12961161,7355.31091301859,8835.89822868596,15257.9522681425,72004.4842797941,31897.9015859725,84307.4168727203,20414.0255004246
"FT484",15348157.0307904,133059.46141098,451776.831779173,186954.124010009,77909.7278167721,774686.927505184,47580.30671051,88384.0281716915
"FT485",26268565.2033378,25450.8149140461,509720.404156901,111454.364778126,24742.5598032181,93754.6233674452,41493.2932626456,80351.1831783719
"FT486",5114339.04983074,1152.05015110016,0,0,1744.3079914856,5125.48730850221,4256.59208473206,0
"FT487",6836570.49016602,3192190.37059827,2089395.1661521,1786674.00715414,655365.869522269,8089971.557025,1632507.47541058,669858.003506116
"FT488",2500839.99009277,836273.646009576,881173.764519699,519947.729918352,186190.70614024,2635556.42632199,558958.184278952,209054.6439631
"FT489",5494882.01044927,10813.5655317572,176462.471466348,43158.5182059424,9274.08837777953,35403.0846409258,14861.7652858325,52470.7533392808
"FT490",2861924.88348332,2240.32475857821,97891.2037795187,15984.1409567261,0,13341.6470287068,12559.0021982829,26232.3707095337
"FT491",9236597.56492205,0,14459.4441040847,0,0,2540.86260882306,0,6071.65590915997
"FT492",2283824.01622071,0,0,0,0,0,0,0
"FT493",5266479.40622406,36470.220405097,515700.385049537,98803.832665257,20164.7905881179,104703.773437463,42952.9030928406,102919.693970835
"FT494",1317075.61473215,0,0,0,0,0,0,2020.71794661054
"FT495",2991090.91165644,4071.34634624916,220603.06493302,44400.9808547781,986.850621138815,45143.2069773565,39455.52266864,65700.7136056958
"FT496",9747149.48899097,946.229072250769,0,6686.70965073255,0,9221.23297257876,0,0
"FT497",4224871.05261436,6902.63633773653,0,7465.99627751595,1076.69197135796,0,0,11039.7901839804
"FT498",2974853.43278903,0,2494.77546772572,1492.88901809727,0,0,0,0
"FT499",1672831.45128123,1204.94036238498,2428.22882284332,0,0,0,0,0
"FT500",264568.86561603,421361.106636484,6426899.39442477,9765923.74100211,17004345.8274986,8089373.35594871,15396413.0764059,20611329.4380924
"FT501",6917580.62491328,1625.1262210535,69583.9716344262,13201.552873435,3869.24270693742,10091.5957760007,9622.66902763107,24491.8265949658
"FT502",121172.261582991,165910.598883682,2367709.96306518,4047514.59040543,6890472.5000586,3054783.898628,6674775.81849524,8040281.28464732
"FT503",7853564.41343471,235950.875610107,113965.810573331,170731.016080917,93541.1618648222,2830822.82361443,206782.445188943,158545.723240269
"FT504",2921411.15455078,115336.9414129,10670.763317243,81882.3376157304,17525.7835893033,885331.45436245,109207.951373047,48008.6629331838
"FT505",16719162.458155,1661081.13245312,3360924.64905304,1835248.30766737,443558.257255331,7897206.46050684,1507320.43510158,608693.974396577
"FT506",6777337.41051758,507035.73829504,1201684.91919751,656016.99403822,131540.378476036,2973213.84438281,550389.103894337,206492.67906462
"FT507",5234807.76204394,371551.447999252,866787.232843019,528109.15576338,129552.478649796,1948958.07873745,436132.609363057,163895.966723277
"FT508",2017604.09498307,98275.0999909177,273566.764211432,111872.310734934,14296.5972570626,498569.369351145,96769.2729042617,20335.8033182136
"FT509",20742064.5813164,7912970.26574451,6092012.59143515,4148969.57746978,1115241.6406552,23750135.991225,3360971.16046894,1211948.77633567
"FT510",8489728.85955729,3105941.51548437,2147774.14486788,1540967.66645883,410542.512218521,9333082.95255001,1307791.56851303,478503.88280816
"FT511",129675742.865011,561569.407095022,519059.419112553,727568.873490175,37011.5927764356,823562.462617626,0,0
"FT512",2533974.39703394,0,0,0,0,0,0,0
"FT513",70980898.4330079,288004.40751789,235677.443955123,319755.356265489,35753.8157491402,409011.105189722,8305.26023973264,0
"FT514",16245438.8078093,30626.6564965628,22607.1138449625,65993.0624543688,0,25386.6641225627,0,0
"FT515",2270824.88752293,7254.04491039885,0,0,0,9710.49497445213,7185.98385944909,0
"FT516",4964645.4250781,0,23451.0790326871,0,0,1484.91761799353,0,2520.77533698091
"FT517",3517107.12234585,0,15782.2552295566,4729.26011612471,0,0,0,2144.99722877988
"FT518",12717816.5754241,28891.804571875,544521.97758113,124546.703799955,41049.2120502179,121935.418783804,66605.0357294171,126397.342262891
"FT519",6491018.17754302,12632.8675863648,289047.504373782,66615.0879644781,17737.9006668092,74029.0969903571,32890.6781890872,75247.6609179694
"FT520",3570719.65332031,0,0,0,8531.87143695896,0,7256.56128356798,21297.6072970132
"FT521",2186527.31347088,18643.3222211521,10197.6715508185,0,0,16706.6576477733,0,0
"FT522",5516032.83291666,0,0,0,9309.59507206319,0,0,73102.327870245
"FT523",2054077.03598012,5237.80327263397,0,0,0,0,0,8712.67140474394
"FT524",17783128.367473,1782878.14674448,2310427.40349159,0,30784.4978623267,9565465.40318081,0,15913.034895264
"FT525",5730652.2264209,445519.130422125,771803.467323043,491611.672130017,94951.7432860597,2837117.2080375,379808.203900573,120002.218087149
"FT526",34155327.4380217,10754.7365481898,0,0,0,0,26297.3168910817,420921.671113701
"FT527",15401722.7926562,0,0,0,0,5978.39457423506,7650.59501227473,109847.617136979
"FT528",2906411.7183571,678481.484127369,308025.453222042,255263.887137272,159438.320869347,2311889.69189322,333484.534074903,190366.285665479
"FT529",2388393.95956682,432770.745700122,392378.361100994,173474.811931215,33056.4111755944,775713.258034395,135690.988343971,38176.7009549774
"FT530",1791377.07551604,312636.482680325,274421.62938412,332362.78391056,152561.05099499,1050234.77027729,847185.16811214,449731.498011704
"FT531",14086.2468067996,87255.2359206204,1157434.98753436,2115947.54591404,3905350.04245313,1486232.90634793,4910750.73951883,7136413.29769508
"FT532",2254.59982702063,26868.9744905455,471052.011049418,825029.568561352,1191422.68366667,654827.098948724,2254440.88411167,3167958.63877217
