"","BNC","Bog_T0","III_Bog_N1","III_Bog_N2","II_Bog_N1","II_Bog_N2","I_Bog_N1","I_Bog_N2"
"FT2544",282209.408058243,382987.093258668,32153.8912943651,52028.0740399466,12272.5050892094,0,3380764.00631138,112524.294257331
"FT2545",473822.801942976,1413054.38732344,1527273.42134769,1554546.49143428,1551392.34809874,1631109.38238902,2889344.94414786,2773052.42080625
"FT2546",94972.6936505143,1850582.6745067,1515197.64847836,2440723.54118367,2885528.5424401,2657800.50735865,1760274.47270192,2032226.31065937
"FT2547",134356.951274415,1553568.05010362,1415914.62029397,2107761.62251479,3096826.86591025,1698273.49279229,2085293.08530832,1446056.82754369
"FT2548",698888.831356969,5402.10656391427,85953.3312901644,35531.0984909601,14029.4236637817,26133.9922124973,21829.7616360412,45367.0657075106
"FT2549",119792.405266927,0,0,0,0,0,0,0
"FT2550",0,392413.88488553,803674.090733651,907255.629260258,352871.078681373,233650.778661024,3382451.64129722,627294.509203133
"FT2551",21264705.4191346,196114.556179683,1755205.34064277,356692.324767333,86965.4541754208,436832.690962652,1048700.75513592,770520.406867467
"FT2552",1239081.72129535,7609.02146397653,2091.21356683771,0,0,0,0,0
"FT2553",168846.554650881,0,0,0,0,0,0,0
"FT2554",139784.516580076,6280.65209317279,30955.333805974,21259.8770820569,6371.80520557602,18719.663588839,7396.22869196784,16097.5882616434
"FT2555",0,230246.693654785,141157.523600086,161118.740838556,253999.56652955,144879.318598748,210741.177384293,223126.770535388
"FT2556",0,150862.598495011,281803.900751955,167658.846724858,108808.902172853,97028.7569551646,1266247.03134766,210499.411426023
"FT2557",541501.773028434,4477.47669075318,110655.328925817,70410.6097486981,76720.4419908429,195698.122679442,41333.129596276,108136.059375064
"FT2558",7785879.63231137,93773.5476134829,607441.08170898,158728.699027968,33279.0599526177,173151.799881549,337423.512654926,286830.673707115
"FT2559",638240.324782379,1938988.84258463,986195.197100953,853567.92997474,975668.911840992,936143.365475828,684731.531899411,619064.905704424
"FT2560",64557.5010040062,2478593.31488489,1955061.22702195,2116151.90334642,2809339.64336633,1862813.42884173,3798659.57485367,2062152.04776245
"FT2561",6218.28476611916,434470.367563477,0,0,0,399929.152144043,0,0
"FT2562",109559.416884489,417048.194819826,1383.35869342534,4224.80371545995,3711.52583425909,5464.76984596889,5145.47128749212,1559.14378521558
"FT2563",140299.092244002,11291.1372971356,3200.61457102078,8898.06702057149,5393.36705006317,5951.18848965217,1413.93988828318,0
"FT2564",154943.332720897,33875.3963890713,209444.174824886,272058.918875074,195167.732562329,435464.647007959,499726.844482429,639947.129711916
"FT2565",1077031.08214234,15634.9417461478,154278.483006094,92950.3466556258,109150.876273192,333507.598753749,67800.5378276119,152423.11691578
"FT2566",275508.087576997,5627.69743533548,6912.86544803168,6158.96271389781,0,6549.58834420294,10154.5510774439,13917.9759341522
"FT2567",158669.885933353,518335.160842894,772213.344015298,762065.380283478,1235426.34731445,886796.46807481,454487.032504002,1022981.25476756
"FT2568",1878819.23523719,0,19289.9404032851,203322.042725834,320235.286907956,707528.566144279,35793.8134235067,10448.3691385424
"FT2569",295329.793503415,0,0,0,0,0,203761.69246931,0
"FT2570",298198.641010455,0,22377.4427161268,7910.74196257408,1069.17198370654,6208.46985194089,3709.23919275788,14576.7001768807
"FT2571",1207987.96355859,68582.9370216365,208471.374876913,104897.995173195,50849.6529467577,89740.2505289253,85465.0045607083,119157.018392374
"FT2572",439880.441568129,0,3320.41666039006,3167.72230791346,0,3351.77749254894,3545.06727761356,0
"FT2573",1575171.56050537,0,0,0,9222.90985401177,0,67948.2143002087,149328.441951289
"FT2574",1358572.28166087,5103.66963834128,0,0,0,8275.93592816813,0,0
"FT2575",559695.500468451,8874.11895369435,39135.8620655036,11934.5357564346,0,0,0,23122.8461175169
"FT2576",127655.719,0,0,0,0,0,0,8402.03306714981
"FT2577",265412.783728095,862167.001662901,10435.2716118022,0,0,0,6410.7230989629,0
"FT2578",151181.928381836,0,0,0,0,3595.34252320019,0,2019454.23229258
"FT2579",147515.926790438,0,0,0,0,0,0,0
"FT2580",503335.412389789,0,0,0,0,0,6491.00661658416,50784.6148992159
"FT2581",278710.043919269,0,0,0,0,0,0,0
"FT2582",6414367.13354402,618857.495934448,1158751.05186799,571851.582615658,297148.795979004,668630.632568359,474381.929859011,913083.808289059
"FT2583",352501.205167969,0,0,140612.929408482,170448.902997295,2649.70534926805,216020.961513671,0
"FT2584",299202.42541259,0,164369.679179416,0,0,0,0,0
"FT2585",335551.661439383,0,3902.99335335076,0,0,0,0,3601.11736647468
"FT2586",1269329.84306345,216074.181433668,361326.564017427,182360.702919923,108116.024549643,454185.576615867,272243.718101711,256218.22329967
"FT2587",126924.698734129,36319.2759627291,106481.978162021,64229.3774136149,74344.1410124903,118766.725732497,38197.4112147491,69984.1866143036
"FT2588",373189.59865743,0,1802.64370325202,0,0,0,0,1363.8354430406
"FT2589",2536041.87115056,214148.755604803,393519.866966555,124899.919345702,111504.620045961,189819.135829191,152089.726290172,265378.210465202
"FT2590",4651898.63026439,947411.747179236,1183470.6953125,506846.027325848,467724.746771918,524202.447950347,466266.074575384,422513.529623016
"FT2591",124258.261567925,76606.029691585,390932.738293502,634820.267905555,701141.944963235,429805.254540108,554036.583980824,706857.552055019
"FT2592",813357.16038941,0,0,0,0,11685.3884014811,31381.5298978515,12517.9774838103
"FT2593",1080539.88544739,205274.40376721,0,0,0,10902.7828547366,5018.08804918054,0
"FT2594",3618519.84081921,2114745.67891504,1404492.71497449,1975062.66589893,2233982.06587384,3332482.6073427,4356904.67435969,2570383.97145833
"FT2595",711092.726957698,55267.7609694515,71582.3570270852,88541.245039743,19664.3959271671,34719.5845983962,39170.9822151666,50849.0900708919
"FT2596",406137.15556982,0,1626.22122364373,0,1534.00537335334,156252.195674487,0,0
"FT2597",617698.549629377,14334.1336082976,120114.45552845,55835.4522178374,24962.4535904101,33366.3671360866,47595.3304572865,68758.0096046124
"FT2598",7081516.88702546,513309.206116941,748510.037776998,338148.441446022,194138.388640138,475410.176392914,325828.462830634,599449.415584433
"FT2599",1405908.18996825,6558.38950724318,115343.188933976,23414.6885675263,23019.5530912672,33773.3654145204,61573.8837528415,92770.0883436001
"FT2600",637213.423182052,472.26974220992,350883.137701829,3294.33337886523,1670.2527538624,1873.60548178509,0,1964.48899632886
"FT2601",1627181.1085913,241882.662075895,393427.391416423,186121.324651015,144376.941609414,148727.751260257,163686.906696915,162343.126963865
"FT2602",757288.37009653,401006.37922776,311635.001536997,353460.940770122,364681.208296445,441730.703987714,498283.382560325,484140.304291726
"FT2603",2031252.24735576,252427.565389001,553630.466273202,417794.579705473,179983.093925169,225572.544137646,337804.275527448,499843.528586428
"FT2604",2514382.37212735,201169.473515014,261487.570898435,105625.590914483,74375.6315663985,167302.998033223,140524.525010147,192540.47410006
"FT2605",575417.788433222,2323.31033467463,38709.3278275522,4517.70140394524,3369.41930366303,4660.35877449373,14881.4110051748,22244.7951277292
"FT2606",259705.932125823,13615.8260850988,167084.874692952,67158.0722088932,25460.8705249345,44639.6053939431,30569.2839797064,51995.5000587497
"FT2607",554357.030839453,0,0,0,0,0,10368.9597939575,6729.16374695003
"FT2608",30145.4018211453,5159091.6340576,141369.821238145,181123.804737558,105588.805078404,211536.046517858,548486.499448702,701452.830205305
"FT2609",295500.126693003,28844.5837922546,79799.367597471,22242.4143796428,9641.9834069053,6620.38825454648,6068.55028112862,0
"FT2610",417386.301597206,45114.3067327139,110938.932828094,93049.7631999565,41983.8445314753,72390.4232835401,89295.8616721085,103445.86880632
"FT2611",31927.483769485,1214935.9576707,459292.069467104,537847.148992839,834075.95735625,673263.914021212,706015.190772729,659238.308968978
"FT2612",415261.933343263,4470.99242627981,78802.9218573416,30624.4113190425,12644.9895328143,63297.8538067924,16727.1597322669,29084.2148443365
"FT2613",0,206451.149624633,102006.085550131,148454.917344942,101431.559330533,79447.7493996923,149652.01954297,163593.652894775
"FT2614",671138.600360577,139373.00852417,25414.4079120279,16130.7686883742,55118.0399575038,40363454.2008216,5918.80973128362,0
"FT2615",792660.021448774,23732.6282072813,41050.6417878681,20251.6330583045,4332.93633805001,12166.4827181925,8734.60790309659,15596.8242485332
"FT2616",699536.781062197,0,0,0,0,0,436.404853092735,944.571052263519
"FT2617",5222.56838545727,134652.134876099,105107.464402788,43884.1667984862,49654.6664217835,63961.3608667664,114415.087004281,142881.260410014
"FT2618",360622.766558159,0,7402.19634943004,0,0,0,14805.3292382481,15983.5728396312
"FT2619",552239.232665437,52752.3126297843,219430.740994872,150333.535590819,125183.221055609,162273.259581631,138290.556045137,147296.448443605
"FT2620",0,1538399.31681701,16232.5175968259,25061.9972548173,20435.3422650979,74957.5341905171,143593.638191854,188066.049908759
"FT2621",117122.12221875,6116.72654901416,0,5101.0895875051,6082.15807505607,13898570.6616724,0,0
"FT2622",215652.88064423,8282.36009649718,11893.5083020835,2484.65946304323,0,2955.72901339282,0,0
"FT2623",167268.010203123,0,0,0,0,0,0,0
"FT2624",199242.561766245,0,1902.70168222766,1784.30022422666,0,2719.56671236332,0,3647.56423778069
"FT2625",150669.504475285,0,5596.69605337455,0,0,0,0,0
"FT2626",814255.994013736,0,448378.205262539,0,0,0,0,0
"FT2627",0,214179.900545748,0,0,0,0,0,9888.0224479398
"FT2628",0,525143.243134016,294642.772192594,197395.90630755,0,280539.855114258,0,0
"FT2629",4135.05320153154,4488.56694166695,89855.6926307384,235644.313744506,428959.706415436,200031.459143611,267506.975272424,281257.274063349
"FT2630",232213.542356144,0,0,5729.84866118902,0,13646727.7916667,0,0
"FT2631",162554.943795369,0,0,0,0,672870.03730596,0,0
"FT2632",523270.654289065,57130.3162162109,175801.470136228,290741.457718348,373224.648292856,215254.183837622,288706.650190984,276116.821773329
"FT2633",102197.153780689,1134886.20256186,952512.235973565,1295281.59051758,3029260.69168515,1125441.36792706,1746800.9126409,1767819.68678387
"FT2634",872872.275452962,190059.316669123,571342.126851128,389292.377602941,137161.455551758,259757.82023363,361555.270414043,311232.566573644
"FT2635",333943.151157924,0,0,0,0,0,0,0
"FT2636",1704445.93133911,129506.946891441,328468.569597359,336586.050942384,345731.804626461,276234.793698243,264729.689699897,265158.739233397
"FT2637",468753.066008654,117441.936270039,208669.203289241,176105.369683161,202637.325739744,202358.222125796,222930.280046591,203607.211156379
"FT2638",2238864.58835265,20858.8831340511,181062.32633457,19792.5297045181,8207.13081015521,27222.7417001113,141627.83526857,136146.568272157
"FT2639",307306.532427621,18084.0010538484,4219.488118123,3392.73866943822,4805.42915668765,3135.2961757388,2098.84383723515,1002.96339294057
"FT2640",77861.1877073115,46389.8783319314,174561.872453612,167116.639771323,152084.1015625,226367.526619615,203524.815952149,227501.947216281
"FT2641",100659.857612303,0,22823.5915806277,35885.340309936,51911.2278140524,12566.9686024235,41438.2209040078,36157.9064041124
"FT2642",42653.6391195864,399198.35913281,329716.343191108,450591.747022986,803579.414614625,330347.653088944,612751.243686337,610192.490726208
"FT2643",141489.780924479,0,0,0,0,0,0,0
"FT2644",121686.473752911,300517.568065259,145728.18320154,423898.641637314,4553821.63354766,1018843.21488239,2527201.46381223,1693896.00073306
"FT2645",175039.387601038,16723.5541355847,21972.4212984897,18058.3466484028,5428.02249390681,19837.4878688637,11739.531976208,24629.2312239302
"FT2646",1117922.67891693,83244.6917696738,29186.9525374854,29030.3561660479,45936.8038206629,43583.1580537058,28946.8177260416,66710.2214269442
"FT2647",26833.3799839196,45532.816448713,33127.852343788,39057.6236378785,735522.36537554,131378.123080516,389302.899788945,213643.116512044
"FT2648",150359.504699707,13074.6275658433,15361.3939851631,6658.36714002565,6478.1924721563,3778.05596433044,0,0
"FT2649",4667566.50698418,39903.3133464568,406209.831277667,103139.697298471,36232.4189049,131610.307960424,442972.096928287,447461.666561379
"FT2650",474645.026393345,15465.6553820776,64028.7000896635,45580.8367593492,47434.4872287503,49546.7832453703,41371.9800617098,58268.6188690963
"FT2651",220784.708160809,89009.7864414544,50382.1531028641,52143.4506587584,41298.1306112632,37698.5240271149,34232.2770448553,27495.5249826529
"FT2652",208494.79963867,5921.71471736342,0,0,0,0,0,7686.89094336017
"FT2653",123771.670221355,0,0,0,0,0,0,0
"FT2654",136629.267696444,502187.390634902,817681.854265895,724688.326527983,965624.698362393,558093.219261639,526146.107923179,702587.791383661
"FT2655",151973.21236169,1995235.18111855,805904.87908008,988057.91808875,1264145.6291881,587653.825293211,926454.068937297,867411.088414893
"FT2656",93047.3851380597,921270.756795202,151700.966820816,430565.511715273,176493.148299904,328392.798480648,226614.123660545,310576.83137709
"FT2657",21754.5644987124,72996.8145894835,172214.914447388,332120.196882021,191197.09860894,453082.363262476,165228.541371359,507656.122270833
"FT2658",429517.221503904,0,1189.96371138373,0,0,0,0,0
"FT2659",384771.16000977,0,8142.91827074964,0,0,4534.87407467187,0,0
"FT2660",755084.128540979,614400.358769531,0,4289.90228435403,0,13616.3208829952,7452.11605603418,0
"FT2661",324542.339875491,0,1807.89901512852,0,0,135232.196246493,0,1473.18407002043
"FT2662",295184.454641488,63789.0415507023,44115.2949560301,23280.0424052407,4774.99292846401,42726.7101893456,0,0
"FT2663",0,3512862.92873944,29370.5973486484,18822.9065544337,25238.1358505153,19170.0173848756,18164.4389463015,30097.2726845129
"FT2664",179759.417017728,14108.7966560886,88113.8288930786,47451.2492843782,58969.3912488739,89817.4408161867,49597.7118447961,78853.7364275396
"FT2665",386197.86894493,0,0,0,4236.36328017932,5677.85918037955,7350.93578457746,17834.2821343561
"FT2666",229796.902745362,13802.7700379365,83417.7995218461,35022.7651716112,25812.7791387636,32651.8826262324,23543.6702986209,41876.9358580871
"FT2667",100082.371046875,0,0,0,0,0,0,0
"FT2668",4892.01487009461,1085238.86676479,234439.401270162,217472.43678892,422502.854596293,266093.27680577,229070.836412567,209882.044732703
"FT2669",156202.324877929,0,0,0,0,0,0,0
"FT2670",2357173.00882569,0,0,0,0,0,0,0
"FT2671",336832.311899978,207259.905223216,214032.251492189,117124.68401767,148172.938916361,112732.807822585,113310.836542108,95034.6285651718
"FT2672",164637.829053578,673151.365588954,1492163.69631055,2513150.57466801,4008384.51446266,2468830.68333023,3475674.82245156,4367781.50878289
"FT2673",279048.592104362,58399.5795348613,82368.2161019534,50403.5588319741,48208.3731750996,69449.4712961805,242567.287221683,199285.694027554
"FT2674",820149.775135598,238567.929872131,112945.259337465,162163.345507844,169844.610572961,233516.555711995,179146.803628357,172974.122198056
"FT2675",813526.800973078,0,0,0,0,0,0,0
"FT2676",1157263.49902295,0,2556.1504649628,0,0,1245.73596362435,0,4528.60279518992
"FT2677",711089.39707725,0,8955.16753913246,4527.11368177987,1537.86499281721,15143.1172043415,36304.4336490342,60584.9704456201
"FT2678",12898245.2484328,264329.836613581,984032.147214167,254828.733740237,37925.3083880192,228226.955973479,606773.378210887,890104.125174148
"FT2679",458650.725709783,0,0,0,0,0,0,0
"FT2680",183047.392905274,0,0,0,0,0,0,0
"FT2681",4856893.06596674,0,23368.2175367303,3219.06233193092,0,0,16654.7089622993,41466.8784633639
"FT2682",1896036.56460487,0,4667.25062707255,0,0,2433.54976848177,0,0
"FT2683",426265.682705966,23038.2980606484,19676.2000979099,12370.5872051063,24466.0562490327,28664.9828189583,13881.6953307718,12772.511799626
"FT2684",2884792.63280713,1653612.68281966,366873.51783079,433988.236551609,204203.085804871,1762033.62940414,2423778.5520026,1373354.91431322
"FT2685",375503.565893709,402439.464295925,962903.327211139,1059492.92950813,490081.607657147,1582178.55576769,418393.678017237,345837.905785637
"FT2686",1936983.10427272,302925.038682953,49755.9867555982,84004.2526627067,55445.5419610834,571924.336679689,49536.6993073161,38566.1632165758
"FT2687",608750.379450238,13232.5463311602,24844.2322022346,5805.05316621015,3053.85080865443,4356.22387310041,2404.78494760524,2114.8489753117
"FT2688",81742.0873007828,0,0,0,0,2707.47435487071,0,0
"FT2689",5765345.29783595,183947.277391578,1616398.92830106,367866.851023345,97017.4952380409,174468.882553779,1155129.07539828,1127137.37301382
"FT2690",191696.794724477,190943.538717773,448736.646572265,419159.85227137,213222.238370858,848730.90755036,171486.139936942,145266.976234564
